Gemeinden,Anzahl_Fahrzeuge,Postleitzahl,Laengengrad,Breitengrad,Distanz_in_km
SIPPERSFELD,10,67729,7.938266,49.554727,505.12
SIPPLINGEN,13,78354,9.098441,47.79642,608.7
SITTENSEN,46,27419,9.504941,53.278798,275.13
SITZENDORF,1,07429,11.172599,50.632744,260.72
SODERSTORF,17,21388,10.146228,53.141222,229.8
SOECHTENAU,7,83139,12.2295,47.931507,517.58
SOEGEL,56,49751,7.523528,52.840845,398.42
SOEHLDE,79,31185,10.232297,52.189449,218.81
SOEHREWALD,59,34320,9.571642,51.237537,299.57
SOELDEN,8,79294,7.809109,47.932118,647.4
SOEMMERDA,148,99610,11.118975,51.159368,218.3
SOERGENLOCH,10,55270,8.200996,49.88327,466.61
SOHLAND A. D. SPREE,72,02689,14.427111,51.04397,178.75
SOHREN,23,55487,7.30777,49.931979,513.22
SOLLSTEDT,32,99759,10.530644,51.413215,232.45
SOLNHOFEN,5,91807,10.994054,48.895721,437.73
SOLTENDIECK,7,29594,10.75935,52.874845,182.79
SOMMERACH,11,97334,10.204484,49.828894,373.6
SOMMERKAHL,7,63825,9.258161,50.070187,396.99
SONDERHOFEN,4,97255,10.001698,49.59447,403.34
SONDERSHAUSEN,197,99706,10.869766,51.370471,215.94
SONDHEIM V.D.RHOEN,3,97647,10.158379,50.464086,320.89
SONNEBERG,196,96515,11.175725,50.357569,286.11
SONNEBORN,12,99869,10.58792,50.992319,258.04
SONNEFELD,57,96242,11.136199,50.223187,300.35
SONNEN,10,94164,13.723527,48.684744,427.53
SONNENBERG,1,16775,13.088633,53.019253,59.52
SONNENBUEHL,55,72820,9.179523,48.38956,548.52
SONNEWALDE,32,03249,13.644831,51.695472,93.24
SONSBECK,80,47665,6.376478,51.607521,491.41
SONTHEIM,13,87776,10.352914,48.008522,547.04
SONTHEIM AN DER BRENZ,71,89567,10.2867,48.556231,493.21
SOTTRUM,41,27367,9.228281,53.113013,288.6
SOYEN,11,83564,12.208493,48.109118,498.31
SPABRUECKEN,14,55595,7.712827,49.899687,492.37
SPAHNHARRENSTAETTE,13,49751,7.601923,52.869924,393.33
SPANGDAHLEM,3,54529,6.680342,49.983966,546.69
SPANTEKOW,5,17392,13.520425,53.779015,140.36
SPARDORF,11,91080,11.05448,49.608953,363.34
SPATZENHAUSEN,1,82447,11.198474,47.722431,556.73
SPAY,16,56322,7.64806,50.260131,472.24
SPECHBACH,4,74937,8.884229,49.346244,474.59
SPEICHER,12,54662,6.636739,49.936106,552.25
SPEICHERSDORF,73,95469,11.784103,49.87649,315.23
SPEINSHART,9,92676,11.821979,49.787991,323.57
SPELLE,90,48480,7.469059,52.367401,403.02
SPEYER,385,67346,8.436572,49.316172,498.55
SPIEGELAU,34,94518,13.355948,48.915875,401.22
SPIESEN ELVERSBERG,117,66583,7.152489,49.315412,565.16
SPIESHEIM,8,55288,8.127948,49.809846,475.93
SPIRKELBACH,2,76848,7.884118,49.197168,535.74
SPONHEIM,2,55595,7.725906,49.843799,495.54
SPONHOLZ,1,17039,13.364332,53.553663,115.1
SPORNITZ,12,19372,11.718424,53.4071,150.12
SPRAITBACH,30,73565,9.762281,48.880569,479.55
SPRAKENSEHL,6,29365,10.494115,52.767053,198.51
SPREENHAGEN,24,15528,13.875127,52.341228,37.61
SPREETAL,18,02979,14.371558,51.491032,132.32
SPREMBERG,206,03130,14.379761,51.571789,124.88
SPRENDLINGEN,28,55576,7.986371,49.860417,479.96
SPRINGSTILLE,2,98587,10.527165,50.686442,285
SPROETAU,1,99610,11.202259,51.125004,216.97
ST. EGIDIEN,34,09356,12.620489,50.7854,200.55
ST.GANGLOFF,11,07629,11.894266,50.855249,212.62
ST.KILIAN,22,98553,10.762422,50.528665,287.43
STADECKEN ELSHEIM,45,55271,8.136113,49.909204,468.25
STADELHOFEN,15,96187,11.197502,50.003189,319.56
STADLAND,65,26935,8.453082,53.401876,346.17
STADT WEHLEN,13,01829,14.033828,50.957282,179.28
STADTBERGEN,120,86391,10.845885000000001,48.36738,496.51
STADTILM,40,99326,11.081605,50.77517,251.93
STADTKYLL,7,54589,6.529148,50.349756,534.53
STADTLENGSFELD,12,36457,10.130855,50.782393,297.52
STADTRODA,56,07646,11.7275,50.857878,218.24
STAEBELOW,9,18198,12.020973,54.040371,192.68
STAHNSDORF,140,14532,13.216273,52.391689,19.18
STAIG,34,89195,9.991027,48.299083,528.47
STALLWANG,11,94375,12.655233,49.050928999999996,389.76
STAMMHAM,14,84533,12.882353,48.248353,476.96
STAMMHAM1,10,85134,11.458154,48.858187,430.09
STAPELFELD,17,22145,10.220756,53.606585,244.92
STARKENBERG,16,04617,12.308886,50.98314,187.01
STARZACH,42,72181,8.812421,48.432044,559.17
STASSFURT,176,39418,11.583837,51.853448,144.75
STAUCHITZ,18,01594,13.21419,51.243246,142.73
STAUDACH EGERNDACH,5,83224,12.48036,47.779816,531.77
STAUDERNHEIM,10,55568,7.688148,49.775562,502.45
STAUDT,9,56424,7.827296,50.465019,449.01
STAVERN,13,49777,7.433338,52.796854,404.28
STECHLIN,14,16775,13.05065,53.102905,69.13
STECHOW FERCHESAR,5,14715,12.460703,52.630741,65.06
STEDESDORF,9,26427,7.663569,53.625067,403.08
STEFFELN,2,54597,6.567378,50.287351,535.64
STEFFENBERG,42,35239,8.474745,50.838291,388.28
STEGAURACH,69,96135,10.842775,49.863561,345.49
STEGEN,30,79252,7.964023,47.983828,636
STEIGRA,12,06268,11.661257,51.29923,181.12
STEIMBKE,15,31634,9.390322,52.655474,271.9
STEIMEL,10,57614,7.627892,50.617697,452.18
STEINA,9,01920,14.039214,51.20947,152.26
STEINACH,47,77790,8.0571,48.303005,603.23
STEINACH1,48,94377,12.605084,48.953769,400.96
STEINACH2,39,96523,11.158066,50.432443,279.74
STEINAU,4,21775,8.886576,53.683196,328.5
STEINBACH,4,37308,10.21702,51.417863,250.68
STEINBACH A.WALD,22,96361,11.360846,50.432779,272.14
STEINBACH AM DONNERSBERG,2,67808,7.956675,49.597783,500.89
STEINBACH AM GLAN,6,66909,7.382937,49.452455,542.55
STEINBACH1,5,56291,7.594041,50.043544,489.36
STEINBERG,18,08237,12.504342,50.54012,229.05
STEINBERG1,21,24972,9.782279,54.755994,345.05
STEINBURG,15,22964,10.384291,53.707908,241.26
STEINDORF,3,82297,11.001126,48.215553,508.59
STEINENBRONN,71,71144,9.119496,48.66012,525.49
STEINEROTH,1,57518,7.852485,50.761517,430.49
STEINFELD,1,24888,9.743805,54.598384,334.78
STEINFELD (OLDENBURG),109,49439,8.217045,52.586924,351.14
STEINFELD1,1,76889,8.035787,49.04917,540.16
STEINGADEN,13,86989,10.859758,47.700634,566.33
STEINHAGEN2,1,33803,8.414975,52.006186,344.68
STEINHAUSEN AN DER ROTTUM,15,88416,9.956273,48.023423,557.31
STEINHEIM AM ALBUCH,95,89555,10.063541,48.692172,487.01
STEINHOEFEL,40,15518,14.165947,52.400101,53.31
STEINHOERING,31,85643,12.030748000000001,48.086592,503.08
STEINHORST,7,23847,10.483141,53.720135,236.51
STEINHORST1,4,29367,10.404833,52.689985,203.69
STEINIGTWOLMSDORF,24,01904,14.346859,51.063242,174.65
STEINKIRCHEN,14,21720,9.610086,53.565364,279.32
STEINKIRCHEN1,11,84439,12.079194,48.374678,470.91
STEINMAUERN,26,76479,8.198767,48.900452,544.73
STEINSFELD,8,91628,10.212126,49.421065,411.13
STEINWEILER,14,76872,8.139929,49.12241,529.02
STEINWENDEN,11,66879,7.52831,49.456174,534.4
STEISSLINGEN,58,78256,8.92425,47.79781,614.91
STELLE,103,21435,10.110327,53.379578,240.77
STELZENBERG,13,67705,7.739726,49.380053,528.9
STEMMEN,1,27389,9.554485,53.223891,270.29
STEMSHORN,1,49448,8.362587,52.45209,341.83
STEMWEDE,138,32351,8.453006,52.376102,336.29
STEPFERSHAUSEN,1,98617,10.300291,50.595325,303.39
STEPHANSKIRCHEN,64,83071,12.186066,47.854144,526.6
STEPHANSPOSCHING,29,94569,12.802444,48.816699,414.43
STERNBERG,28,19406,11.828186,53.711133,169.34
STERNENFELS,21,75447,8.850112,49.050912,501.69
STETTEN AM KALTEN MARKT,52,72510,9.077554,48.121999,577.94
STETTEN2,2,88719,9.300569,47.692691,611.84
STETTFELD,15,96188,10.724647,49.971541,339.6
STIEFENHOFEN,6,88167,10.004356,47.593471,599.69
STIMPFACH,15,74597,10.090569,49.062419,449.94
STINSTEDT,1,21772,8.973002,53.660207,322.26
STIPSHAUSEN,2,55758,7.292212,49.849097,519.65
STOCKHEIM,61,96342,11.283585,50.305028,287.18
STOCKHEIM1,38,97640,10.27181,50.458635,315.89
STOCKSTADT AM RHEIN,50,64589,8.46596,49.80777,458.11
STOECKSE,12,31638,9.341552,52.641122,275.15
STOEDTLEN,9,73495,10.301188,49.000185,448.56
STOERNSTEIN,6,92721,12.206976,49.734054,321.21
STOESSEN,6,06667,11.92285,51.114032,186.8
STOETTEN A.AUERBERG,10,87675,10.688702,47.737011,566.52
STOETTWANG,10,87677,10.715039,47.890527,549.73
STOETZE,1,29597,10.781488,53.067789,186.81
STOLLBERG/ERZGEB.,116,09366,12.779759,50.708319,206.25
STOLPEN,58,01833,14.078991,51.048559,170.25
STOLZENAU,63,31592,9.06701,52.516507,293.8
STRAHLUNGEN,4,97618,10.232177,50.283115,332.44
STRALENDORF,13,19073,11.300046,53.574587,183.35
STRASBURG (UCKERMARK),34,17335,13.744259,53.506373,112.13
STRASSENHAUS,12,56587,7.515087,50.539879,463.44
STRASSKIRCHEN,25,94342,12.723701,48.830251,413.54
STRASSLACH DINGHARTING,20,82064,11.514198,48.004832,520.28
STRAUBENHARDT,90,75334,8.531485,48.854542,533.26
STRAUBING,384,94315,12.572499,48.875878,409.88
STRAUFHAIN,21,98646,10.684479,50.353657,306.22
STRAUPITZ,9,15913,14.120032,51.912102,83.41
STRAUSBERG,209,15344,13.881977,52.579644,32.97
STRAUSSFURT,7,99634,10.990218,51.162489,224.52
STREHLA,29,01616,13.225692,51.352691,130.53
STRIEGISTAL,61,09661,13.18038,51.050402,164.32
STRULLENDORF,90,96129,10.968254,49.84513,342.85
STRUPPEN,15,01796,14.009953,50.935414,181.26
STUBENBERG,10,94166,13.074437,48.309188,469.33
STUETZENGRUEN,23,08328,12.526673,50.533915,229.3
STUETZERBACH,10,98714,10.860164,50.635777,273.8
STUHR,281,28816,8.750247,53.028414,318.47
STULLN,11,92551,12.137782,49.42149,356.16
STUTENSEE,207,76297,8.470789,49.063748,518.02
SUDERBURG,37,29556,10.452948,52.895002,203.42
SUDWALDE,8,27257,8.842769,52.796913,309.54
SUEDBROOKMERLAND,156,26624,7.357547,53.490698,419.11
SUEDERGELLERSEN,14,21394,10.296816,53.20854,222.48
SUEDERHOLZ,29,18516,13.119186,54.056054,172.05
SUEDLOHN,83,46354,6.865981,51.944322,450.24
SUELSTORF,9,19077,11.378026,53.510773,174.89
SUELZETAL,86,39171,11.578621,52.040472,135.35
SUELZFELD,3,98617,10.35926,50.52192,306.51
SUENCHING,5,93104,12.353695,48.880208,411.89
SUEPPLINGEN,9,38373,10.905049,52.227235,172.99
SUHLENDORF,14,29562,10.768375,52.925822,183.4
SUKOW,10,19079,11.558024,53.549523,168.57
SULZBACH (TAUNUS),76,65843,8.528319,50.13359,430.71
SULZBACH LAUFEN,10,74429,9.845198,48.965928,468.28
SULZEMOOS,18,85254,11.263262,48.289865,494.75
SULZFELD,40,75056,8.856733,49.103766,496.76
SULZFELD A.MAIN,8,97318,10.130682,49.708224,387.64
SULZFELD1,29,97633,10.404897,50.260471,326.59
SULZHEIM,8,55286,8.092437,49.844475,475.32
SULZHEIM1,7,97529,10.339803,49.946332,357.32
SURBERG,20,83362,12.705961,47.861992,520.91
SURWOLD,40,26903,7.491006,53.009275,401.94
SUSTRUM,16,49762,7.28378,52.911212,414.94
SUTHFELD,5,31555,9.388337,52.364383,273.07
SWISTTAL,169,53913,6.893733,50.666197,495.09
SYRGENSTEIN,38,89428,10.301133,48.657789,482.56
TABEN RODT,4,54441,6.592764,49.546414,580.13
TACHERTING,47,83342,12.56919,48.078082,498.02
TACHING A.SEE,6,83373,12.724982,47.96139,509.76
TAEFERROT,5,73527,9.83689,48.849433,479.75
TAGMERSHEIM,7,86704,10.974232,48.824459,445.63
TALHEIM,17,74388,9.193502,49.083283,483.72
TALHEIM1,37,78607,8.662077,48.01059,604.6
TANGERHUETTE,102,39517,11.805411,52.434795,108.86
TANGERMUENDE,86,39590,11.971991,52.543569,97.07
TANGSTEDT,69,22889,10.087763,53.732604,259.42
TANGSTEDT1,70,25499,9.849699,53.679247,270.36
TANNA,35,07922,11.856569,50.493599,249.78
TANNENBERG,11,09468,12.950266,50.604862,215.5
TANNHAUSEN,10,73497,10.357201,48.978945,448.75
TANNHEIM,20,88459,10.081648,48.000036,555.83
TANTOW,2,16307,14.351113,53.272293,105.12
TAPFHEIM,33,86660,10.679235,48.671087,469.68
TAPPENBECK,3,38479,10.74338,52.47459,180.44
TARMSTEDT,24,27412,9.079241,53.22678,301.05
TARNOW,5,18249,12.016993,53.778985,168
TAUCHA,105,04425,12.501717,51.38173,141.05
TAUCHE,40,15848,14.160976,52.153119,65.67
TAUER,2,03185,14.455995,51.896992,99.75
TAUFKIRCHEN,136,82024,11.622057,48.042092,514.32
TAUFKIRCHEN1,137,84574,12.456733,48.149216,491.19
TAURA,13,09249,12.840631,50.918303,182.5
TAUTENHAIN,12,07639,11.915874,50.92528,205.07
TAWERN,18,54456,6.516142,49.673328,576.12
TEGERNHEIM,38,93105,12.172581,49.024714,398.63
TEICHLAND,13,03185,14.403796,51.823951,103.22
TEISING,18,84576,12.609927,48.22698,481.21
TEISTUNGEN,10,37339,10.265023,51.470896,244.83
TELDAU,5,19273,10.802537,53.330132,196.54
TELTOW,181,14513,13.268496,52.400559,16.2
TEMMELS,2,54441,6.463247,49.690213,578.11
TEMNITZQUELL,1,16818,12.645607,53.013421,75.05
TEMNITZTAL,12,16845,12.629868,52.877321,65.7
TEMPLIN,105,17268,13.499106,53.120644,67.16
TENINGEN,101,79331,7.810263,48.126973,629.9
TESPE,49,21395,10.411397,53.402191,223.44
TESSIN,17,18195,12.463248,54.028634,179.25
TETEROW,67,17166,12.575889,53.773591,150.12
TETTAU,3,01945,13.727191,51.432007,123.11
TETTENWEIS,13,94167,13.272011,48.443061,453.94
TEUCHERN,55,06682,12.022043,51.118406,182.75
TEUGN,6,93356,12.012397,48.893211,415.48
TEUNZ,7,92552,12.384315,49.480754,345.79
TEUPITZ,8,15755,13.610567,52.136218,44.95
TEUTSCHENTHAL,138,06179,11.808664,51.450216,161.73
THAINING,1,86943,10.959694,47.972473,535.24
THALEISCHWEILER FROESCHEN,31,66987,7.580288,49.262312,546.32
THALFANG,6,54424,6.995489,49.754407,543.01
THALHAUSEN,2,56584,7.583023,50.50283,461.44
THALHEIM/ERZGEB.,74,09380,12.849866,50.701048,206.09
THALLWITZ,40,04808,12.681523,51.432758,130.8
THALMASSING,25,93107,12.155578,48.912399,411.12
THANSTEIN,3,92554,12.467758,49.378731,355.8
THARANDT,51,01737,13.580901,50.98597,171.2
THEDINGHAUSEN,62,27321,9.02069,52.961967,299.5
THEILENHOFEN,6,91741,10.852464,49.083211,422.57
THEILHEIM,18,97288,10.030428,49.753886,387.69
THEISSEIL,7,92637,12.226711,49.691676,325.43
THEMAR,12,98660,10.617339,50.504554,295.99
THERES,14,97531,10.447021,50.019983,346.19
THERMALBAD WIESENBAD,31,09488,13.019326,50.611884,214.08
THEUMA,11,08541,12.220922,50.471616,242.33
THIENDORF,9,01561,13.741189,51.293098,138.52
THOLEY,122,66636,7.037625,49.483965,559.29
THOMASBURG,14,21401,10.657813,53.232111,200.86
THOMM,6,54317,6.806222,49.742679,554.71
THUENGERSHEIM,21,97291,9.84164,49.878637,384.92
THUER,16,56743,7.276448,50.35696,488.47
THUINE,9,49832,7.489624,52.498887,400.67
THULENDORF,1,18184,12.301936,54.094992,190.05
THUM,56,09419,12.951245,50.670506,208.26
THUNDORF I.UFR.,9,97711,10.319093,50.200112,335.65
THURMANSBANG,7,94169,13.316354,48.765029,418.05
THYRNAU,36,94136,13.537927,48.61547,434.75
TIDDISCHE,8,38473,10.80446,52.516745,176.14
TIEFENBACH,5,55471,7.540052,49.935869,499.66
TIEFENBACH1,1,84184,12.100833,48.501093,456.79
TIEFENBACH3,1,93464,12.583234,49.437902,347.89
TIEFENBRONN,54,75233,8.800599,48.824167,523.97
TIEFENORT,41,36469,10.16608,50.839887,291.43
TIRPERSDORF,11,08606,12.25539,50.434717,245.43
TISTE,1,27419,9.53299,53.286106,273.57
TITZ,89,52445,6.428861,51.007289,509.02
TODENDORF,8,22965,10.348946,53.694968,242.49
TODTENWEIS,9,86447,10.930284,48.516117,478.82
TODTMOOS,11,79682,8.000825,47.739405,656.82
TOENISVORST,209,47918,6.492628,51.320838,492.77
TOEPEN,7,95183,11.873361,50.389207999999996,259.89
TONNA,10,99958,10.73168,51.091363,243.18
TONNDORF,1,99438,11.202251,50.888011,236.82
TOPFSTEDT,1,99718,10.965217,51.247553,219.45
TOPPENSTEDT,17,21442,10.10969,53.26341,236.25
TORGAU,157,04860,13.004299,51.558563,110.49
TORGELOW,78,17358,14.010657,53.629595,129.99
TOSTEDT,90,21255,9.712322,53.28106,261.99
TRABITZ,4,92724,11.896308,49.800355,320.53
TRAIN,8,93358,11.830179,48.730349,436.25
TRAISEN,2,55595,7.818329,49.821321,492
TRAITSCHING,45,93455,12.645384,49.15286,378.61
TRAMM1,1,21516,10.614693,53.56324,219.89
TRASSEM,5,54441,6.524181,49.575777,582.11
TRASSENHEIDE,4,17449,13.862318,54.086968,177.07
TRAUSNITZ,7,92555,12.265111,49.52197,343.14
TRAUTSKIRCHEN,14,90619,10.590874,49.457658,393.75
TRAVENBRUECK,14,23843,10.297703,53.838235,253.95
TREBBIN,80,14959,13.217345,52.218103,35.95
TREBEL,3,29494,11.318234,52.995463,150.21
TREBEN,12,04617,12.453536,51.053212,175.93
TREBENDORF,7,02959,14.56065,51.52671,135.99
TREBGAST,14,95367,11.551244,50.068368,301.86
TREBSEN/MULDE,37,04687,12.754884,51.289139,144.11
TREBUR,107,65468,8.404983,49.926683,452.43
TRECHTINGSHAUSEN,7,55413,7.847667,50.010655,477.14
TREFFELSTEIN,3,93492,12.615455,49.422201,349.25
TREFFURT,57,99830,10.230207,51.137051,267.18
TREIS KARDEN,9,56253,7.302777,50.174074,497.97
TREMSBUETTEL,10,22967,10.310209,53.742856,247.46
TRENDELBURG,63,34388,9.430291,51.575491,291.67
TREUEN,72,08233,12.307471,50.54268,232.86
TREUENBRIETZEN,87,14929,12.870622,52.094645,59.71
TRIBSEES,6,18465,12.757918,54.09459,180.49
TRIEBEL/VOGTL.,11,08606,12.121273,50.370698,255.29
TRIERWEILER,26,54311,6.559574,49.761591,567.85
TRINWILLERSHAGEN,8,18320,12.627245,54.249239,199.3
TRIPPSTADT,26,67705,7.771394,49.356549,529.05
TRIPTIS,27,07819,11.865099,50.734783,225.41
TRITTAU,91,22946,10.402566,53.614131,234.85
TRITTENHEIM,10,54349,6.900015,49.82398,543.92
TROCKENBORN WOLFERSDORF,2,07646,11.708043,50.787487,225.66
TROEBITZ,1,03253,13.429498,51.596654,102.8
TROESTAU,18,95709,11.951289,50.014059,296.75
TROGEN,8,95183,11.953831,50.364506,260.2
TROLLENHAGEN,4,17039,13.290378,53.605947,121.13
TROSSIN,8,04880,12.824604,51.618371,107.94
TRULBEN,5,66957,7.54377,49.139863,557.73
TRUNKELSBERG,10,87779,10.21907,48.002901,551.46
TSCHERNITZ,13,03130,14.614958,51.576022,133.81
TUCHENBACH,14,90587,10.85974,49.530546,377.44
TUELAU,11,38474,10.877466,52.577302,171.2
TUERKENFELD,18,82299,11.083086,48.104321,518.45
TUETTLEBEN,2,99869,10.789886,50.945313,251.43
TUNINGEN,19,78609,8.602088,48.026202,605.52
TUNTENHAUSEN,53,83104,12.016415,47.935796,519.78
TURNOW PREILACK,9,03185,14.38664,51.871553,98.48
TUTOW,2,17129,13.242592,53.918969,156.11
TUTZING,56,82327,11.278249,47.911374,534.87
TWIST,94,49767,7.060796,52.635164,429.22
TWISTETAL,49,34477,8.966408,51.337426,331.83
TYRLACHING,6,84558,12.668425,48.061068,499.12
UBSTADT WEIHER,130,76698,8.631072,49.160402,502.26
UCKERFELDE,7,17291,13.983346,53.237783,88.85
UCKERLAND,15,17337,13.804721,53.450803,107.02
UDENHEIM,12,55288,8.171921,49.864584,469.55
UDER,12,37318,10.074366,51.362336,262.35
UDESTEDT,2,99198,11.128416,51.049619,226.63
UEBERHERRN,98,66802,6.698427,49.242233,595.42
UEBERSEE,48,83236,12.484208,47.821277,527.15
UECHTELHAUSEN,38,97532,10.269843,50.092281,347.26
UECKERITZ,3,17459,14.046749,54.013567,171.66
UECKERMUENDE,74,17373,14.046489,53.736513,142.04
UEDEM,91,47589,6.272327,51.667761,496.73
UEDERSDORF,7,54552,6.803444,50.152469,529.09
UEHLINGEN BIRKENDORF,52,79777,8.317652,47.718673,645.81
UEHRDE,5,38170,10.766094,52.10011,185.57
UELSEN,52,49843,6.885313,52.49633,441.59
UELVERSHEIM,8,55278,8.288784,49.808851,467.39
UERSFELD,2,56767,7.010519,50.254112,510.57
UERZIG,5,54539,7.003805,49.981694,527.69
UETTINGEN,21,97292,9.729739,49.795403,397.18
UETZE,149,31311,10.202538,52.463947,217.13
UEXHEIM,7,54579,6.759467,50.341184,520.83
UFFING A.STAFFELSEE,8,82449,11.152405,47.714018,558.57
UHLDINGEN MUEHLHOFEN,100,88690,9.245612,47.735636,609.48
UHLSTAEDT KIRCHHASEL,52,07407,11.466516,50.742069,238.96
ULMEN,22,56766,6.971598,50.213277,515.34
UMKIRCH,44,79224,7.761774,48.032065,640.51
UMMENDORF,4,39365,11.181566,52.156434,156.54
UMMENDORF1,6,88444,9.831026,48.062058,557.4
UMMERN,10,29369,10.432493,52.591083,201.32
UNDELOH,6,21274,9.975782,53.197429,242.48
UNDENHEIM,12,55278,8.218368,49.839818,468.86
UNGERHAUSEN,7,87781,10.266633,48.005224,549.84
UNLINGEN,22,88527,9.521318,48.166408,557.48
UNNAU,13,57648,7.908032,50.648387,433.4
UNSLEBEN,2,97618,10.256949,50.377932,323.29
UNSTRUTTAL,31,99974,10.455586,51.235441,248.02
UNTERAMMERGAU,4,82497,11.028938,47.617131,571.5
UNTERBREIZBACH,37,36414,9.979598,50.817165,303.03
UNTERDIESSEN,6,86944,10.829181,47.979931,537.54
UNTERDIETFURT,17,84339,12.659526,48.387937,463
UNTEREGG,9,87782,10.466101,47.963267,548.59
UNTERENSINGEN,46,72669,9.356151,48.658098,516.25
UNTERFOEHRING,70,85774,11.640513,48.192162,497.76
UNTERHACHING,196,82008,11.617404,48.065859,511.83
UNTERKIRNACH,17,78089,8.366416,48.078557000000004,610.27
UNTERLEINLEITER,9,91364,11.190906,49.822464,337.68
UNTERMASSFELD,8,98617,10.414949,50.53108,303.11
UNTERMEITINGEN,55,86836,10.814241,48.160674,518.93
UNTERMERZBACH,13,96190,10.856144,50.126535,320
UNTERMUENKHEIM,23,74547,9.733211,49.152884,454.98
UNTERNEUKIRCHEN,17,84579,12.618632,48.165342,487.96
UNTERPLEICHFELD,26,97294,10.044621,49.868528,376.84
UNTERREICHENBACH,8,75399,8.708148,48.825928,527.88
UNTERREIT,16,83567,12.333662,48.119453,495.73
UNTERROTH,10,89299,10.169778,48.196151,533.22
UNTERSCHLEISSHEIM,204,85716,11.577905,48.277306,489.72
UNTERSCHNEIDHEIM,44,73485,10.365761,48.942,452.12
UNTERSCHWANINGEN,3,91743,10.620069,49.080616,430.02
UNTERSIEMAU,51,96253,10.973392,50.194184,309.16
UNTERSPREEWALD,5,15910,13.902915,52.108315,57
UNTERSTEINACH,13,95369,11.528426,50.131913,296.14
UNTERWEISSBACH,1,98744,11.166552,50.615485,262.53
UNTERWELLENBORN,55,07333,11.44187,50.658516,247.72
UNTERWOESSEN,20,83246,12.457864,47.737745,536.62
UNTRASRIED,7,87496,10.379496,47.828095,564.96
UPAHL,14,23936,11.21396,53.822092,205.86
UPGANT SCHOTT,33,26529,7.268523,53.511863,425.37
UPLENGEN,91,26670,7.750133,53.305137,389.42
URBACH,13,56317,7.586631,50.562798,457.78
URBACH1,8,73660,9.576727,48.81022,493.31
URBACH2,12,99765,10.90058,51.480778,206.97
URMITZ,26,56220,7.519578,50.415808,470.36
URSBERG,10,86513,10.444326,48.265505,518.01
URSENSOLLEN,30,92289,11.756996,49.400601,365.94
URSPRINGEN,4,97857,9.671485,49.901792,390.71
USEDOM,8,17406,13.92045,53.874003,154.6
USTERSBACH,11,86514,10.640653,48.31583,507.32
UTTENREUTH,48,91080,11.074132,49.596791,363.94
UTTENWEILER,37,88524,9.61133,48.148751,556.1
VACHA,33,36404,10.02408,50.823079,300.21
VACHDORF,1,98617,10.534369,50.525959,297.95
VACHENDORF,8,83377,12.606891,47.841566,523.89
VAHLBERG,1,38170,10.69808,52.13739,189
VALLEY,17,83626,11.768215,47.888874,528.52
VARREL,7,27259,8.730968,52.621233,316.38
VATERSTETTEN,199,85591,11.777125,48.102498,505.15
VECHELDE,156,38159,10.373038,52.260798,207.97
VEILSDORF,18,98669,10.809504,50.407716,296.09
VEITSBRONN,55,90587,10.883973,49.512186,378.47
VEITSHOECHHEIM,85,97209,9.87255,49.833205,387.5
VELDENZ,6,54472,7.023266,49.889337,532.49
VELEN,106,46342,6.986506,51.894372,443.2
VELGAST,8,18469,12.809087,54.273462,199.16
VELLAHN,15,19260,10.966499,53.401744,190.69
VELLMAR,153,34246,9.478272,51.355424,299
VELPKE,43,38458,10.934106,52.408394,168.03
VELTEN,80,16727,13.178818,52.690363,24.36
VENNINGEN,7,67482,8.173749,49.281787,514.36
VETSCHAU/SPREEWALD,66,03226,14.07382,51.783746,93.83
VETTELSCHOSS,30,53560,7.346548,50.61831,469.41
VETTWEISS,81,52391,6.597533,50.739488,510.19
VIELANK,11,19303,11.140078,53.234784,171.7
VIERDEN,2,27419,9.506093,53.329175,276.68
VIERECK,6,17309,14.040951,53.550412,122.35
VIERETH TRUNSTADT,31,96191,10.777165,49.923273,342.18
VIERHOEFEN,8,21444,10.221535,53.261045,229.15
VIERKIRCHEN,12,02894,14.744264,51.18885,174.46
VIERKIRCHEN1,18,85256,11.459701,48.364533,482.66
VIERLINDEN,6,15306,14.27109,52.522048,58.67
VIERNAU,8,98547,10.552737,50.66753,285.32
VILGERTSHOFEN,16,86946,10.918058,47.951279,538.45
VILLENBACH,6,86637,10.615175,48.509484,488.08
VILLINGENDORF,22,78667,8.590079,48.202342,589.57
VILSHEIM,19,84186,12.105624,48.447565,462.57
VINNINGEN,12,66957,7.552777,49.155475,556.04
VISBEK,107,49429,8.312532,52.836739,345.43
VOEGELSEN,18,21360,10.35108,53.277899,221.72
VOEHL,90,34516,8.944251,51.205272,339.71
VOEHRINGEN,45,72189,8.661091,48.336848,574.2
VOEHRINGEN1,45,89269,10.076052,48.277272,527.94
VOELPKE,5,39393,11.09769,52.139226,162.58
VOERSTETTEN,15,79279,7.849274,48.065026,633.69
VOGELSANG,9,15890,14.669305,52.179839,93.94
VOGELSBERG,1,99610,11.242036,51.133891,214.35
VOGT,43,88267,9.766671,47.775383,588.31
VOGTAREUTH,21,83569,12.180954,47.946771,516.48
VOIGTSTEDT,5,06556,11.309588,51.392581,190.81
VOLKENSCHWAND,9,84106,11.873281,48.600194,449.57
VOLKERTSHAUSEN,19,78269,8.869619,47.821701,614.63
VOLLERSODE,24,27729,8.914445,53.327712,314.43
VOLTLAGE,7,49599,7.744771,52.430409,383.82
